# Title: VN Malicious Domains Splunk Lookup
# Description: Block malicious domains targeting Vietnamese users
# Updated: 2024-08-09T12:06:53Z
# Expires: 1 day (update frequency)
# Homepage: https://gitlab.com/malware-filter/vn-badsite-filter
# License: https://gitlab.com/malware-filter/vn-badsite-filter#license
# Source: https://api.chongluadao.vn/v2/blacklistdomains & https://api.chongluadao.vn/v2/blacklistlinks
"host","path","message","updated"
"247napas.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24a.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24aa.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ab.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ac.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ad.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ae.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24af.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ag.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ah.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ai.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24aj.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ak.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24al.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24am.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24an.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ao.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ap.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24aq.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ar.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24as.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24at.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24au.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24aw.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ax.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24ay.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
